model,uid,phenomenon,group,lp_good,lp_bad,ntok_good,ntok_bad,prob_correct,prompt_margin_ab,prompt_margin_ba,prompt_correct
google/gemma-3-1b-pt,adjective_agreement_0000,adjective_agreement,"masc noun, neut adj",-34.394020080566406,-42.957679748535156,7,7,1,0.7228336334228516,-0.7537403106689453,0
google/gemma-3-1b-pt,adjective_agreement_0001,adjective_agreement,"neut noun, femn adj",-35.59703063964844,-42.716041564941406,6,6,1,0.6907672882080078,-0.6875934600830078,1
google/gemma-3-1b-pt,adjective_agreement_0002,adjective_agreement,"femn noun, masc adj",-38.57525634765625,-40.50685119628906,6,6,1,0.4696178436279297,-0.449432373046875,1
google/gemma-3-1b-pt,adjective_agreement_0003,adjective_agreement,"femn noun, neut adj",-43.09872817993164,-44.679832458496094,7,7,1,0.5474529266357422,-0.5303936004638672,1
google/gemma-3-1b-pt,adjective_agreement_0004,adjective_agreement,"neut noun, masc adj",-38.89364242553711,-44.75470733642578,7,7,1,0.3869590759277344,-0.36026954650878906,1
google/gemma-3-1b-pt,adjective_agreement_0005,adjective_agreement,"neut noun, femn adj",-51.967769622802734,-58.6426887512207,6,6,1,0.10218429565429688,-0.15585708618164062,0
google/gemma-3-1b-pt,adjective_agreement_0006,adjective_agreement,"femn noun, neut adj",-48.794002532958984,-44.55792999267578,5,5,0,0.29155731201171875,-0.2252368927001953,1
google/gemma-3-1b-pt,adjective_agreement_0007,adjective_agreement,"femn noun, masc adj",-51.98760223388672,-54.821075439453125,9,10,1,0.19217872619628906,-0.20624923706054688,0
google/gemma-3-1b-pt,adjective_agreement_0008,adjective_agreement,"femn noun, masc adj",-41.43132019042969,-48.866939544677734,5,5,1,0.2683544158935547,-0.2822742462158203,0
google/gemma-3-1b-pt,adjective_agreement_0009,adjective_agreement,"neut noun, masc adj",-39.89580535888672,-41.67849349975586,7,7,1,0.3140697479248047,-0.32370758056640625,0
google/gemma-3-1b-pt,adjective_agreement_0010,adjective_agreement,"masc noun, neut adj",-35.401092529296875,-45.66226577758789,8,8,1,0.4588966369628906,-0.4987220764160156,0
google/gemma-3-1b-pt,adjective_agreement_0011,adjective_agreement,"femn noun, masc adj",-40.26459503173828,-42.531803131103516,7,8,1,0.7240161895751953,-0.6747303009033203,1
google/gemma-3-1b-pt,adjective_agreement_0012,adjective_agreement,"masc noun, neut adj",-47.12938690185547,-49.75055694580078,11,11,1,0.43045997619628906,-0.45201683044433594,0
google/gemma-3-1b-pt,adjective_agreement_0013,adjective_agreement,"masc noun, neut adj",-36.355438232421875,-45.790950775146484,6,7,1,0.3084545135498047,-0.37735557556152344,0
google/gemma-3-1b-pt,adjective_agreement_0014,adjective_agreement,"neut noun, femn adj",-43.015594482421875,-40.89264678955078,5,5,0,0.5585079193115234,-0.5604801177978516,0
google/gemma-3-1b-pt,adjective_agreement_0015,adjective_agreement,"neut noun, masc adj",-45.45811462402344,-49.86116027832031,9,9,1,0.4205341339111328,-0.4105052947998047,1
google/gemma-3-1b-pt,adjective_agreement_0016,adjective_agreement,"neut noun, femn adj",-35.96745681762695,-42.09572982788086,5,5,1,-0.05035972595214844,0.026124954223632812,0
google/gemma-3-1b-pt,adjective_agreement_0017,adjective_agreement,"neut noun, femn adj",-38.678253173828125,-45.66558074951172,7,6,1,0.48395538330078125,-0.4794483184814453,1
google/gemma-3-1b-pt,adjective_agreement_0018,adjective_agreement,"neut noun, femn adj",-40.37351989746094,-46.6818733215332,5,5,1,0.1360321044921875,-0.14288711547851562,0
google/gemma-3-1b-pt,adjective_agreement_0019,adjective_agreement,"neut noun, masc adj",-45.96711730957031,-47.91012191772461,11,11,1,0.4436225891113281,-0.44080162048339844,1
