model,uid,phenomenon,group,lp_good,lp_bad,ntok_good,ntok_bad,prob_correct,prompt_margin_ab,prompt_margin_ba,prompt_correct
google/gemma-3-1b-it,adjective_agreement_0000,adjective_agreement,"masc noun, neut adj",-46.560245513916016,-52.09718322753906,7,7,1,12.0334857702519,-13.235979437837614,0
google/gemma-3-1b-it,adjective_agreement_0001,adjective_agreement,"neut noun, femn adj",-39.39588165283203,-43.257110595703125,6,6,1,17.378313422204315,-15.837269067765646,1
google/gemma-3-1b-it,adjective_agreement_0002,adjective_agreement,"femn noun, masc adj",-43.61378479003906,-46.8099479675293,6,6,1,13.96985042095639,6.22124870843254,1
google/gemma-3-1b-it,adjective_agreement_0003,adjective_agreement,"femn noun, neut adj",-45.57603454589844,-54.95437240600586,7,7,1,19.75309860706716,-19.07529211044323,1
google/gemma-3-1b-it,adjective_agreement_0004,adjective_agreement,"neut noun, masc adj",-38.17284393310547,-40.9761848449707,7,7,1,12.247970461883597,-7.289386626856867,1
google/gemma-3-1b-it,adjective_agreement_0005,adjective_agreement,"neut noun, femn adj",-60.26219177246094,-57.19432067871094,6,6,0,12.940559148793227,2.03365708142519,1
google/gemma-3-1b-it,adjective_agreement_0006,adjective_agreement,"femn noun, neut adj",-39.24835968017578,-43.386722564697266,5,5,1,-1.1992111802101135,9.000284229085082,1
google/gemma-3-1b-it,adjective_agreement_0007,adjective_agreement,"femn noun, masc adj",-47.06328582763672,-49.906654357910156,9,10,1,-9.555071137845516,10.017194883868797,1
google/gemma-3-1b-it,adjective_agreement_0008,adjective_agreement,"femn noun, masc adj",-42.07659149169922,-48.6375732421875,5,5,1,15.73940038681576,9.248430064762942,1
google/gemma-3-1b-it,adjective_agreement_0009,adjective_agreement,"neut noun, masc adj",-53.19218826293945,-58.79815673828125,7,7,1,3.4019584357738495,-12.321925759334135,0
google/gemma-3-1b-it,adjective_agreement_0010,adjective_agreement,"masc noun, neut adj",-34.88777160644531,-47.7406005859375,8,8,1,9.255798702164611,11.249500513869862,1
google/gemma-3-1b-it,adjective_agreement_0011,adjective_agreement,"femn noun, masc adj",-46.31214904785156,-47.485530853271484,7,8,1,-7.723037660180125,-14.160319805158906,0
google/gemma-3-1b-it,adjective_agreement_0012,adjective_agreement,"masc noun, neut adj",-38.637168884277344,-43.457637786865234,11,11,1,1.952815979719162,-0.01873016357421875,1
google/gemma-3-1b-it,adjective_agreement_0013,adjective_agreement,"masc noun, neut adj",-32.21727752685547,-41.190486907958984,6,7,1,-9.239402779901866,11.670854569663788,1
google/gemma-3-1b-it,adjective_agreement_0014,adjective_agreement,"neut noun, femn adj",-47.624053955078125,-42.093772888183594,5,5,0,19.088779807152605,-16.229184389114607,1
google/gemma-3-1b-it,adjective_agreement_0015,adjective_agreement,"neut noun, masc adj",-40.2442741394043,-48.170562744140625,9,9,1,-6.891502469428815,7.670890924113337,1
google/gemma-3-1b-it,adjective_agreement_0016,adjective_agreement,"neut noun, femn adj",-39.88506317138672,-39.200836181640625,5,5,0,2.230590805411339,10.739009381548385,1
google/gemma-3-1b-it,adjective_agreement_0017,adjective_agreement,"neut noun, femn adj",-41.958900451660156,-48.283348083496094,7,6,1,3.1698646247386932,12.45037996828978,1
google/gemma-3-1b-it,adjective_agreement_0018,adjective_agreement,"neut noun, femn adj",-46.98762512207031,-45.18534851074219,5,5,0,-0.9775772094726562,6.749261700897478,1
google/gemma-3-1b-it,adjective_agreement_0019,adjective_agreement,"neut noun, masc adj",-42.639156341552734,-48.25141143798828,11,11,1,8.816852104457212,-6.058997881133109,1
google/gemma-3-1b-it,adjective_agreement_0020,adjective_agreement,"neut noun, masc adj",-43.01283645629883,-42.941253662109375,6,5,0,-9.1138935234776,-12.920059084900004,0
google/gemma-3-1b-it,adjective_agreement_0021,adjective_agreement,"masc noun, femn adj",-42.193424224853516,-47.02281188964844,6,6,1,12.54301106930734,9.324861775516183,1
google/gemma-3-1b-it,adjective_agreement_0022,adjective_agreement,"femn noun, masc adj",-45.141517639160156,-52.39418029785156,6,6,1,8.418361927077058,4.902562867850065,1
google/gemma-3-1b-it,adjective_agreement_0023,adjective_agreement,"femn noun, neut adj",-69.0500717163086,-56.56959915161133,6,7,0,7.8168410893995315,13.616115212780642,1
google/gemma-3-1b-it,adjective_agreement_0024,adjective_agreement,"femn noun, masc adj",-41.7501220703125,-41.76741409301758,7,6,1,4.71826150547713,-1.8077392429113388,1
google/gemma-3-1b-it,adjective_agreement_0025,adjective_agreement,"femn noun, neut adj",-34.75239181518555,-45.87889862060547,6,6,1,6.047540863277391,-3.627105774357915,1
google/gemma-3-1b-it,adjective_agreement_0026,adjective_agreement,"femn noun, neut adj",-43.75739288330078,-56.72311782836914,10,10,1,0.7221641540527344,5.508234074804932,1
google/gemma-3-1b-it,adjective_agreement_0027,adjective_agreement,"femn noun, masc adj",-52.414146423339844,-66.030029296875,7,7,1,0.41104888916015625,-10.289805889951822,0
google/gemma-3-1b-it,adjective_agreement_0028,adjective_agreement,"neut noun, masc adj",-42.858009338378906,-35.42973327636719,7,6,0,10.349514008157712,6.034053990384564,1
google/gemma-3-1b-it,adjective_agreement_0029,adjective_agreement,"masc noun, neut adj",-36.11789321899414,-47.12931823730469,6,7,1,-1.7624283134937286,-2.627037025988102,0
google/gemma-3-1b-it,adjective_agreement_0030,adjective_agreement,"femn noun, neut adj",-39.095184326171875,-43.341556549072266,5,5,1,7.721343854762381,6.700981370522641,1
google/gemma-3-1b-it,adjective_agreement_0031,adjective_agreement,"femn noun, masc adj",-46.453102111816406,-52.67792510986328,10,9,1,-2.2574082165956497,10.539527569664642,1
google/gemma-3-1b-it,adjective_agreement_0032,adjective_agreement,"masc noun, neut adj",-37.741539001464844,-48.48405456542969,7,8,1,0.12538909912109375,11.133568049026508,1
google/gemma-3-1b-it,adjective_agreement_0033,adjective_agreement,"femn noun, neut adj",-40.07963180541992,-47.53297424316406,6,7,1,16.148711204529263,14.363355756184319,1
google/gemma-3-1b-it,adjective_agreement_0034,adjective_agreement,"femn noun, masc adj",-32.93201446533203,-45.59202575683594,7,7,1,8.645425693393918,-1.2580604553222656,1
