model,uid,phenomenon,group,lp_good,lp_bad,ntok_good,ntok_bad,prob_correct,prompt_margin_ab,prompt_margin_ba,prompt_correct
meta-llama/Llama-3.2-3B-Instruct,adjective_agreement_0000,adjective_agreement,"masc noun, neut adj",-43.542293548583984,-46.0523681640625,7,7,1,-1.3593749701976776,1.9062498956918716,1
meta-llama/Llama-3.2-3B-Instruct,adjective_agreement_0001,adjective_agreement,"neut noun, femn adj",-38.61820602416992,-41.10650634765625,7,7,1,-2.2031250447034836,1.8906250298023224,0
meta-llama/Llama-3.2-3B-Instruct,adjective_agreement_0002,adjective_agreement,"femn noun, masc adj",-41.512962341308594,-43.84264373779297,7,7,1,-1.2500000298023224,2.343750037252903,1
meta-llama/Llama-3.2-3B-Instruct,adjective_agreement_0003,adjective_agreement,"femn noun, neut adj",-48.883094787597656,-49.283935546875,8,8,1,-1.046875,2.124999985098839,1
meta-llama/Llama-3.2-3B-Instruct,adjective_agreement_0004,adjective_agreement,"neut noun, masc adj",-49.447750091552734,-47.73921203613281,8,8,0,-1.2343750298023224,1.0624999701976776,0
meta-llama/Llama-3.2-3B-Instruct,adjective_agreement_0005,adjective_agreement,"neut noun, femn adj",-48.33551788330078,-50.44462585449219,8,8,1,-1.4687499552965164,1.8125000298023224,1
meta-llama/Llama-3.2-3B-Instruct,adjective_agreement_0006,adjective_agreement,"femn noun, neut adj",-48.769203186035156,-47.88407516479492,7,7,0,-1.7343749552965164,1.5156250596046448,0
meta-llama/Llama-3.2-3B-Instruct,adjective_agreement_0007,adjective_agreement,"femn noun, masc adj",-55.2845458984375,-56.83570861816406,9,10,1,-1.1875000298023224,1.6406250596046448,1
meta-llama/Llama-3.2-3B-Instruct,adjective_agreement_0008,adjective_agreement,"femn noun, masc adj",-44.68421936035156,-46.50089645385742,6,6,1,-0.9375000298023224,2.562499977648258,1
meta-llama/Llama-3.2-3B-Instruct,adjective_agreement_0009,adjective_agreement,"neut noun, masc adj",-51.458168029785156,-49.762332916259766,8,9,0,-1.5781249403953552,1.046875,0
meta-llama/Llama-3.2-3B-Instruct,adjective_agreement_0010,adjective_agreement,"masc noun, neut adj",-45.570491790771484,-51.3093376159668,8,8,1,-0.5625,1.1718749701976776,1
meta-llama/Llama-3.2-3B-Instruct,adjective_agreement_0011,adjective_agreement,"femn noun, masc adj",-44.18873596191406,-47.577091217041016,8,8,1,-2.0312500596046448,1.578125,0
meta-llama/Llama-3.2-3B-Instruct,adjective_agreement_0012,adjective_agreement,"masc noun, neut adj",-49.89469909667969,-53.17530822753906,11,11,1,-1.1562499403953552,1.7968749403953552,1
meta-llama/Llama-3.2-3B-Instruct,adjective_agreement_0013,adjective_agreement,"masc noun, neut adj",-42.19526290893555,-48.306846618652344,7,7,1,-0.7187500298023224,1.34375,1
meta-llama/Llama-3.2-3B-Instruct,adjective_agreement_0014,adjective_agreement,"neut noun, femn adj",-45.71681213378906,-46.92564392089844,7,7,1,-1.0312500298023224,1.2500000596046448,1
