model,uid,phenomenon,group,lp_good,lp_bad,ntok_good,ntok_bad,prob_correct,prompt_margin_ab,prompt_margin_ba,prompt_correct
meta-llama/Llama-3.1-8B-Instruct,adjective_agreement_0000,adjective_agreement,"masc noun, neut adj",-44.81371307373047,-45.88901901245117,7,7,1,0.6249999403953552,0.7500000596046448,1
meta-llama/Llama-3.1-8B-Instruct,adjective_agreement_0001,adjective_agreement,"neut noun, femn adj",-43.18177032470703,-46.47275161743164,7,7,1,3.7499998956918716,2.7500001043081284,1
meta-llama/Llama-3.1-8B-Instruct,adjective_agreement_0002,adjective_agreement,"femn noun, masc adj",-46.165199279785156,-47.91933059692383,7,7,1,-2.2499999180436134,0.7500000298023224,0
meta-llama/Llama-3.1-8B-Instruct,adjective_agreement_0003,adjective_agreement,"femn noun, neut adj",-49.52616882324219,-50.065486907958984,8,8,1,0.8749999403953552,3.2499999813735485,1
meta-llama/Llama-3.1-8B-Instruct,adjective_agreement_0004,adjective_agreement,"neut noun, masc adj",-44.38398742675781,-46.46791458129883,8,8,1,4.625000216066837,1.8750000447034836,1
meta-llama/Llama-3.1-8B-Instruct,adjective_agreement_0005,adjective_agreement,"neut noun, femn adj",-42.85894012451172,-46.449012756347656,8,8,1,-0.375,0.5000000596046448,1
meta-llama/Llama-3.1-8B-Instruct,adjective_agreement_0006,adjective_agreement,"femn noun, neut adj",-44.14215087890625,-47.2730598449707,7,7,1,1.625,1.6249999701976776,1
meta-llama/Llama-3.1-8B-Instruct,adjective_agreement_0007,adjective_agreement,"femn noun, masc adj",-48.11945343017578,-53.3804931640625,9,10,1,-1.0000000298023224,0.8749999403953552,0
meta-llama/Llama-3.1-8B-Instruct,adjective_agreement_0008,adjective_agreement,"femn noun, masc adj",-39.60291290283203,-45.47071075439453,6,6,1,1.3750000596046448,5.625000147148967,1
meta-llama/Llama-3.1-8B-Instruct,adjective_agreement_0009,adjective_agreement,"neut noun, masc adj",-47.638824462890625,-49.60908508300781,8,9,1,1.375,1.5000000298023224,1
meta-llama/Llama-3.1-8B-Instruct,adjective_agreement_0010,adjective_agreement,"masc noun, neut adj",-45.267616271972656,-52.45943832397461,8,8,1,1.874999925494194,4.125000238418579,1
meta-llama/Llama-3.1-8B-Instruct,adjective_agreement_0011,adjective_agreement,"femn noun, masc adj",-50.849430084228516,-53.76290512084961,8,8,1,2.3749999701976776,1.25,1
meta-llama/Llama-3.1-8B-Instruct,adjective_agreement_0012,adjective_agreement,"masc noun, neut adj",-48.43226623535156,-49.96111297607422,11,11,1,4.499999932944775,3.1249998807907104,1
meta-llama/Llama-3.1-8B-Instruct,adjective_agreement_0013,adjective_agreement,"masc noun, neut adj",-33.60875701904297,-38.991539001464844,7,7,1,3.3749999813735485,3.374999925494194,1
