model,uid,phenomenon,group,lp_good,lp_bad,ntok_good,ntok_bad,prob_correct,prompt_margin_ab,prompt_margin_ba,prompt_correct
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0000,adjective_agreement,"masc noun, neut adj",-25.82740592956543,-35.796234130859375,4,4,1,25.433120727539062,42.38326644897461,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0001,adjective_agreement,"neut noun, femn adj",-24.25775146484375,-35.767555236816406,4,4,1,20.696556091308594,43.994415283203125,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0002,adjective_agreement,"femn noun, masc adj",-30.29456901550293,-38.16671371459961,4,4,1,3.3785018511116505,42.89048767089844,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0003,adjective_agreement,"femn noun, neut adj",-29.958518981933594,-46.512840270996094,4,5,1,15.106315374374418,42.96483612060547,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0004,adjective_agreement,"neut noun, masc adj",-27.199359893798828,-44.10340881347656,5,5,1,31.555091857910156,44.509857177734375,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0005,adjective_agreement,"neut noun, femn adj",-33.777774810791016,-40.06328582763672,4,4,1,13.912086486816861,45.62990951538086,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0006,adjective_agreement,"femn noun, neut adj",-31.59471893310547,-37.42231750488281,4,4,1,-16.933547973632812,43.26224136352539,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0007,adjective_agreement,"femn noun, masc adj",-35.81785583496094,-42.25886535644531,5,5,1,10.77052307150916,41.67776870727539,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0008,adjective_agreement,"femn noun, masc adj",-32.11524200439453,-43.704978942871094,4,4,1,24.866798400878906,43.4106330871582,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0009,adjective_agreement,"neut noun, masc adj",-36.29236602783203,-38.3526611328125,4,4,1,15.485793828964262,41.47102355957031,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0010,adjective_agreement,"masc noun, neut adj",-29.998464584350586,-39.47951126098633,5,5,1,23.76122283935547,42.85789108276367,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0011,adjective_agreement,"femn noun, masc adj",-34.17687225341797,-38.05633544921875,4,4,1,5.354736253619194,40.6125602722168,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0012,adjective_agreement,"masc noun, neut adj",-33.06725311279297,-41.81862258911133,5,5,1,25.60234832763672,42.33354949951172,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0013,adjective_agreement,"masc noun, neut adj",-28.296632766723633,-36.42945861816406,4,4,1,0.9349441230297089,43.498600006103516,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0014,adjective_agreement,"neut noun, femn adj",-37.007362365722656,-41.40397262573242,4,4,1,2.0771102234721184,38.90193176269531,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0015,adjective_agreement,"neut noun, masc adj",-28.08776092529297,-34.68418884277344,5,5,1,31.14600372314453,42.510047912597656,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0016,adjective_agreement,"neut noun, femn adj",-30.18990135192871,-38.02014923095703,4,4,1,16.28041064739228,43.51311492919922,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0017,adjective_agreement,"neut noun, femn adj",-30.438352584838867,-31.64986801147461,5,5,1,20.687889099121094,45.28704071044922,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0018,adjective_agreement,"neut noun, femn adj",-32.949554443359375,-40.55535888671875,4,4,1,21.225814819335938,43.21445083618164,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0019,adjective_agreement,"neut noun, masc adj",-29.856216430664062,-39.22951889038086,5,5,1,31.96019744873047,43.06257247924805,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0020,adjective_agreement,"neut noun, masc adj",-31.165618896484375,-39.06819534301758,4,4,1,-1.7473297715187073,42.22525405883789,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0021,adjective_agreement,"masc noun, femn adj",-31.391836166381836,-36.806007385253906,4,4,1,19.67864990234375,43.9727897644043,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0022,adjective_agreement,"femn noun, masc adj",-37.137577056884766,-45.44972229003906,5,5,1,24.751953125,43.173545837402344,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0023,adjective_agreement,"femn noun, neut adj",-34.565452575683594,-44.77226257324219,4,4,1,12.29865288735482,41.4662971496582,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0024,adjective_agreement,"femn noun, masc adj",-32.477657318115234,-39.0365104675293,4,4,1,12.756851196293155,41.91006851196289,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0025,adjective_agreement,"femn noun, neut adj",-32.21070861816406,-40.081512451171875,4,4,1,16.20381152629853,41.865360260009766,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0026,adjective_agreement,"femn noun, neut adj",-37.92247772216797,-48.022438049316406,5,5,1,29.02361297607422,43.51348876953125,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0027,adjective_agreement,"femn noun, masc adj",-34.971282958984375,-39.55529022216797,4,4,1,-6.705718908109702,41.230010986328125,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0028,adjective_agreement,"neut noun, masc adj",-33.26848220825195,-39.33574676513672,4,4,1,24.512718200683594,43.67141342163086,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0029,adjective_agreement,"masc noun, neut adj",-29.523725509643555,-38.168155670166016,4,4,1,18.151947021484375,42.60768127441406,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0030,adjective_agreement,"femn noun, neut adj",-31.24396514892578,-41.374046325683594,4,4,1,4.005203099921346,43.380836486816406,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0031,adjective_agreement,"femn noun, masc adj",-30.16287612915039,-40.06549072265625,5,5,1,31.49317169189453,43.30424880981445,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0032,adjective_agreement,"masc noun, neut adj",-31.5076847076416,-41.36664962768555,4,4,1,8.13729135497124,42.990962982177734,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0033,adjective_agreement,"femn noun, neut adj",-27.40921974182129,-42.345943450927734,4,4,1,22.754013061523438,42.63203811645508,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0034,adjective_agreement,"femn noun, masc adj",-35.071311950683594,-50.18013381958008,5,5,1,5.4309156173840165,44.09762191772461,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0035,adjective_agreement,"femn noun, neut adj",-41.363677978515625,-47.001373291015625,5,5,1,9.848380686245946,40.75731658935547,1
lapa-llm/lapa-v0.1.3-instruct,adjective_agreement_0036,adjective_agreement,"femn noun, neut adj",-30.25299072265625,-41.981590270996094,4,4,1,26.841957092285156,44.07012939453125,1
