model,uid,phenomenon,group,lp_good,lp_bad,ntok_good,ntok_bad,prob_correct,prompt_margin_ab,prompt_margin_ba,prompt_correct
Qwen/Qwen2.5-3B-Instruct,adjective_agreement_0000,adjective_agreement,"masc noun, neut adj",-45.41624450683594,-43.54693603515625,7,7,0,-8.171875215775799,9.81250033408287,1
Qwen/Qwen2.5-3B-Instruct,adjective_agreement_0001,adjective_agreement,"neut noun, femn adj",-38.04374694824219,-33.574737548828125,6,6,0,-8.718749919848051,11.90625002910383,1
Qwen/Qwen2.5-3B-Instruct,adjective_agreement_0002,adjective_agreement,"femn noun, masc adj",-34.635337829589844,-40.89891052246094,7,7,1,6.21874980465509,14.70312453416409,1
Qwen/Qwen2.5-3B-Instruct,adjective_agreement_0003,adjective_agreement,"femn noun, neut adj",-45.13471221923828,-48.290225982666016,8,8,1,-7.812499896215741,12.328124659557943,1
Qwen/Qwen2.5-3B-Instruct,adjective_agreement_0004,adjective_agreement,"neut noun, masc adj",-43.38344955444336,-48.39418029785156,8,8,1,-9.859374579973519,10.46874956251122,1
Qwen/Qwen2.5-3B-Instruct,adjective_agreement_0005,adjective_agreement,"neut noun, femn adj",-40.49063491821289,-35.7281379699707,8,8,0,-9.343749748601113,8.562499563122401,0
Qwen/Qwen2.5-3B-Instruct,adjective_agreement_0006,adjective_agreement,"femn noun, neut adj",-36.08245849609375,-37.19140625,7,7,1,-5.953124778578058,10.000000202446245,1
Qwen/Qwen2.5-3B-Instruct,adjective_agreement_0007,adjective_agreement,"femn noun, masc adj",-42.226192474365234,-42.84919738769531,13,13,1,7.031249824678525,13.656249531384674,1
Qwen/Qwen2.5-3B-Instruct,adjective_agreement_0008,adjective_agreement,"femn noun, masc adj",-31.126428604125977,-36.575904846191406,7,7,1,-4.0624998565763235,12.812499648112862,1
Qwen/Qwen2.5-3B-Instruct,adjective_agreement_0009,adjective_agreement,"neut noun, masc adj",-40.532981872558594,-41.451812744140625,10,10,1,-10.656250304688001,10.640625162865035,0
Qwen/Qwen2.5-3B-Instruct,adjective_agreement_0010,adjective_agreement,"masc noun, neut adj",-39.07445526123047,-46.38603591918945,7,7,1,-5.124999845866114,8.359374812978785,1
Qwen/Qwen2.5-3B-Instruct,adjective_agreement_0011,adjective_agreement,"femn noun, masc adj",-37.64997100830078,-44.82626724243164,8,8,1,-0.9687500298023224,11.624999909457983,1
Qwen/Qwen2.5-3B-Instruct,adjective_agreement_0012,adjective_agreement,"masc noun, neut adj",-40.7330207824707,-42.184669494628906,13,13,1,-6.749999810825102,9.468750030966476,1
Qwen/Qwen2.5-3B-Instruct,adjective_agreement_0013,adjective_agreement,"masc noun, neut adj",-28.694313049316406,-29.928422927856445,7,7,1,-5.406249969266355,9.437500395230018,1
Qwen/Qwen2.5-3B-Instruct,adjective_agreement_0014,adjective_agreement,"neut noun, femn adj",-34.06568145751953,-31.138595581054688,6,6,0,-8.671875031926902,8.171875192259904,0
Qwen/Qwen2.5-3B-Instruct,adjective_agreement_0015,adjective_agreement,"neut noun, masc adj",-37.837303161621094,-40.36582946777344,13,13,1,-8.625000050727976,8.328124610590748,0
Qwen/Qwen2.5-3B-Instruct,adjective_agreement_0016,adjective_agreement,"neut noun, femn adj",-27.273345947265625,-32.898521423339844,9,8,1,-8.359374690218829,11.250000251835445,1
Qwen/Qwen2.5-3B-Instruct,adjective_agreement_0017,adjective_agreement,"neut noun, femn adj",-39.642791748046875,-40.84754180908203,8,8,1,0.65625,12.078124895706424,1
Qwen/Qwen2.5-3B-Instruct,adjective_agreement_0018,adjective_agreement,"neut noun, femn adj",-29.752670288085938,-35.62842559814453,7,7,1,-7.249999854888301,10.843749777021003,1
Qwen/Qwen2.5-3B-Instruct,adjective_agreement_0019,adjective_agreement,"neut noun, masc adj",-42.015865325927734,-43.55418395996094,14,14,1,-7.546875081257895,8.718750293395715,1
Qwen/Qwen2.5-3B-Instruct,adjective_agreement_0020,adjective_agreement,"neut noun, masc adj",-36.500953674316406,-37.312400817871094,6,6,1,-10.54687502240995,11.062499793799361,1
Qwen/Qwen2.5-3B-Instruct,adjective_agreement_0021,adjective_agreement,"masc noun, femn adj",-30.052278518676758,-37.13471984863281,9,8,1,-7.109375174564775,11.8281251386652,1
Qwen/Qwen2.5-3B-Instruct,adjective_agreement_0022,adjective_agreement,"femn noun, masc adj",-35.43672180175781,-41.628604888916016,6,6,1,0.6250000298023224,13.656249531268259,1
Qwen/Qwen2.5-3B-Instruct,adjective_agreement_0023,adjective_agreement,"femn noun, neut adj",-38.28703689575195,-49.97978210449219,8,8,1,-7.1093750591389835,13.296875370870112,1
Qwen/Qwen2.5-3B-Instruct,adjective_agreement_0024,adjective_agreement,"femn noun, masc adj",-35.49504089355469,-33.77556610107422,8,8,0,7.87500007764902,13.125000128624379,1
