model,uid,phenomenon,group,lp_good,lp_bad,ntok_good,ntok_bad,prob_correct,prompt_margin_ab,prompt_margin_ba,prompt_correct
google/gemma-2-2b-it,adjective_agreement_0000,adjective_agreement,"masc noun, neut adj",-44.685028076171875,-47.02999496459961,7,8,1,6.93544003367424,5.854164335876703,1
google/gemma-2-2b-it,adjective_agreement_0001,adjective_agreement,"neut noun, femn adj",-40.99748992919922,-43.0115966796875,6,6,1,4.896168619394302,4.591998867690563,1
google/gemma-2-2b-it,adjective_agreement_0002,adjective_agreement,"femn noun, masc adj",-46.11245346069336,-50.310340881347656,6,7,1,-4.220423474907875,5.610714003443718,1
google/gemma-2-2b-it,adjective_agreement_0003,adjective_agreement,"femn noun, neut adj",-50.457794189453125,-54.754356384277344,7,7,1,1.0756320655345917,4.954572718590498,1
google/gemma-2-2b-it,adjective_agreement_0004,adjective_agreement,"neut noun, masc adj",-47.33686065673828,-55.840171813964844,7,6,1,-4.603830337524414,3.5036411434412003,0
google/gemma-2-2b-it,adjective_agreement_0005,adjective_agreement,"neut noun, femn adj",-48.95416259765625,-56.74617385864258,6,6,1,3.619321808218956,4.161357991397381,1
google/gemma-2-2b-it,adjective_agreement_0006,adjective_agreement,"femn noun, neut adj",-46.639949798583984,-45.23436737060547,4,4,0,-4.786102242767811,-3.154499039053917,0
google/gemma-2-2b-it,adjective_agreement_0007,adjective_agreement,"femn noun, masc adj",-48.448944091796875,-56.139278411865234,9,10,1,4.480207368731499,2.712095260620117,1
google/gemma-2-2b-it,adjective_agreement_0008,adjective_agreement,"femn noun, masc adj",-46.230438232421875,-52.535301208496094,5,5,1,-5.075914181768894,3.623882219195366,0
google/gemma-2-2b-it,adjective_agreement_0009,adjective_agreement,"neut noun, masc adj",-48.14008331298828,-50.648040771484375,7,7,1,-6.719024775549769,5.614538252353668,0
google/gemma-2-2b-it,adjective_agreement_0010,adjective_agreement,"masc noun, neut adj",-53.8679313659668,-62.09313201904297,8,8,1,-3.1641940027475357,5.7152531035244465,1
google/gemma-2-2b-it,adjective_agreement_0011,adjective_agreement,"femn noun, masc adj",-45.84242248535156,-47.7746696472168,6,7,1,-4.45724668353796,5.765649812296033,1
google/gemma-2-2b-it,adjective_agreement_0012,adjective_agreement,"masc noun, neut adj",-50.56273651123047,-54.58911895751953,10,11,1,6.220779299736023,5.76511787623167,1
google/gemma-2-2b-it,adjective_agreement_0013,adjective_agreement,"masc noun, neut adj",-36.129188537597656,-43.24396514892578,7,7,1,-4.37096805870533,7.26923444122076,1
google/gemma-2-2b-it,adjective_agreement_0014,adjective_agreement,"neut noun, femn adj",-51.69559860229492,-54.344932556152344,5,5,1,3.7903583645820618,3.9476051926612854,1
google/gemma-2-2b-it,adjective_agreement_0015,adjective_agreement,"neut noun, masc adj",-45.665122985839844,-48.08567810058594,10,9,1,-4.6264353431761265,1.0738010108470917,0
google/gemma-2-2b-it,adjective_agreement_0016,adjective_agreement,"neut noun, femn adj",-44.4761962890625,-50.44310760498047,5,5,1,5.940197736024857,4.60933306068182,1
google/gemma-2-2b-it,adjective_agreement_0017,adjective_agreement,"neut noun, femn adj",-50.032859802246094,-50.313560485839844,7,6,1,-0.3758334517478943,5.472989901900291,1
google/gemma-2-2b-it,adjective_agreement_0018,adjective_agreement,"neut noun, femn adj",-47.78775405883789,-51.56731414794922,5,5,1,6.6507588326931,0.4564189910888672,1
google/gemma-2-2b-it,adjective_agreement_0019,adjective_agreement,"neut noun, masc adj",-50.81697082519531,-52.35872268676758,10,9,1,-6.169447023421526,4.7678042352199554,0
google/gemma-2-2b-it,adjective_agreement_0020,adjective_agreement,"neut noun, masc adj",-48.674842834472656,-48.87671661376953,6,6,1,-4.899280741810799,1.8318005204200745,0
google/gemma-2-2b-it,adjective_agreement_0021,adjective_agreement,"masc noun, femn adj",-40.62147903442383,-44.83978271484375,6,6,1,7.570616886019707,7.94114794768393,1
google/gemma-2-2b-it,adjective_agreement_0022,adjective_agreement,"femn noun, masc adj",-55.08704376220703,-62.314048767089844,6,6,1,-6.293092856183648,6.685163347050548,1
google/gemma-2-2b-it,adjective_agreement_0023,adjective_agreement,"femn noun, neut adj",-54.01644515991211,-55.912254333496094,5,6,1,-3.0256329029798508,5.322068940848112,1
google/gemma-2-2b-it,adjective_agreement_0024,adjective_agreement,"femn noun, masc adj",-46.047393798828125,-52.65481185913086,6,5,1,-3.136808305978775,5.154699418693781,1
google/gemma-2-2b-it,adjective_agreement_0025,adjective_agreement,"femn noun, neut adj",-43.748416900634766,-45.760284423828125,6,6,1,-5.9381124172359705,6.563567876815796,1
google/gemma-2-2b-it,adjective_agreement_0026,adjective_agreement,"femn noun, neut adj",-52.23517608642578,-58.461669921875,9,9,1,4.951802358031273,5.665885031223297,1
google/gemma-2-2b-it,adjective_agreement_0027,adjective_agreement,"femn noun, masc adj",-49.10456085205078,-56.17766571044922,6,6,1,1.2959613502025604,2.643083542585373,1
google/gemma-2-2b-it,adjective_agreement_0028,adjective_agreement,"neut noun, masc adj",-45.09591293334961,-45.2721061706543,7,6,1,-5.102545842528343,5.702663213014603,1
google/gemma-2-2b-it,adjective_agreement_0029,adjective_agreement,"masc noun, neut adj",-40.90223693847656,-50.60289764404297,5,6,1,-5.274883192032576,6.715083844959736,1
google/gemma-2-2b-it,adjective_agreement_0030,adjective_agreement,"femn noun, neut adj",-47.28265380859375,-45.77716064453125,5,5,0,-3.676549904048443,-3.0168066024780273,0
google/gemma-2-2b-it,adjective_agreement_0031,adjective_agreement,"femn noun, masc adj",-49.9582633972168,-54.54286193847656,10,9,1,-1.7557297945022583,5.844678884372115,1
google/gemma-2-2b-it,adjective_agreement_0032,adjective_agreement,"masc noun, neut adj",-40.945316314697266,-48.61485290527344,8,8,1,1.5385895073413849,6.404330987483263,1
google/gemma-2-2b-it,adjective_agreement_0033,adjective_agreement,"femn noun, neut adj",-42.778053283691406,-49.433204650878906,6,7,1,2.1705036759376526,5.242645233869553,1
google/gemma-2-2b-it,adjective_agreement_0034,adjective_agreement,"femn noun, masc adj",-48.262691497802734,-54.92201232910156,7,6,1,-2.906823992729187,4.707424886524677,1
google/gemma-2-2b-it,adjective_agreement_0035,adjective_agreement,"femn noun, neut adj",-59.29111099243164,-60.79366683959961,9,9,1,5.622222676873207,-0.39975541830062866,1
google/gemma-2-2b-it,adjective_agreement_0036,adjective_agreement,"femn noun, neut adj",-42.832672119140625,-50.07293701171875,5,5,1,-5.190386965870857,7.026361268013716,1
google/gemma-2-2b-it,adjective_agreement_0037,adjective_agreement,"masc noun, femn adj",-51.943485260009766,-58.55683135986328,7,6,1,7.069136455655098,-3.776425465941429,1
google/gemma-2-2b-it,adjective_agreement_0038,adjective_agreement,"femn noun, masc adj",-49.89717483520508,-55.05447769165039,9,8,1,-4.0402544140815735,6.44854349642992,1
google/gemma-2-2b-it,adjective_agreement_0039,adjective_agreement,"femn noun, masc adj",-42.02849578857422,-42.847232818603516,4,5,1,-4.982561834156513,6.125096473842859,1
google/gemma-2-2b-it,adjective_agreement_0040,adjective_agreement,"neut noun, femn adj",-49.92210388183594,-53.167476654052734,10,9,1,6.955645605921745,3.8722992539405823,1
google/gemma-2-2b-it,adjective_agreement_0041,adjective_agreement,"femn noun, masc adj",-45.712501525878906,-46.983917236328125,5,5,1,-6.221401233226061,5.4734851866960526,0
google/gemma-2-2b-it,adjective_agreement_0042,adjective_agreement,"femn noun, masc adj",-42.848854064941406,-48.787322998046875,5,5,1,-4.168952956795692,5.8992054015398026,1
google/gemma-2-2b-it,adjective_agreement_0043,adjective_agreement,"masc noun, femn adj",-40.848411560058594,-49.00150680541992,7,7,1,9.090884312987328,6.685813989490271,1
google/gemma-2-2b-it,adjective_agreement_0044,adjective_agreement,"neut noun, masc adj",-53.00566864013672,-51.248756408691406,11,11,0,-6.3726366348564625,3.4601916447281837,0
google/gemma-2-2b-it,adjective_agreement_0045,adjective_agreement,"masc noun, neut adj",-48.05290222167969,-51.611534118652344,6,7,1,-2.489503800868988,5.54912006482482,1
google/gemma-2-2b-it,adjective_agreement_0046,adjective_agreement,"neut noun, femn adj",-64.35366821289062,-63.51988220214844,6,6,0,3.9778385013341904,4.456744119524956,1
google/gemma-2-2b-it,adjective_agreement_0047,adjective_agreement,"neut noun, masc adj",-60.10073471069336,-54.82149887084961,8,8,0,-5.944491259753704,4.998797383159399,0
google/gemma-2-2b-it,adjective_agreement_0048,adjective_agreement,"neut noun, femn adj",-60.73005676269531,-51.78327178955078,6,5,0,-0.9896583557128906,5.088196009397507,1
google/gemma-2-2b-it,adjective_agreement_0049,adjective_agreement,"femn noun, neut adj",-49.68195343017578,-52.83999252319336,8,8,1,1.211978942155838,5.245218068361282,1
google/gemma-2-2b-it,adjective_agreement_0050,adjective_agreement,"masc noun, neut adj",-49.01914596557617,-53.90923309326172,10,10,1,1.7109050750732422,2.612012892961502,1
google/gemma-2-2b-it,adjective_agreement_0051,adjective_agreement,"masc noun, neut adj",-51.06715393066406,-56.294857025146484,10,10,1,7.667679786682129,3.5894679129123688,1
google/gemma-2-2b-it,adjective_agreement_0052,adjective_agreement,"femn noun, neut adj",-52.606014251708984,-59.23663330078125,7,7,1,1.993295669555664,5.303204532712698,1
google/gemma-2-2b-it,adjective_agreement_0053,adjective_agreement,"femn noun, masc adj",-50.8150749206543,-57.40380096435547,9,8,1,-5.992251183837652,6.429118949919939,1
google/gemma-2-2b-it,adjective_agreement_0054,adjective_agreement,"neut noun, masc adj",-55.74558639526367,-49.415855407714844,8,8,0,-7.121729109436274,2.895164594054222,0
google/gemma-2-2b-it,adjective_agreement_0055,adjective_agreement,"femn noun, masc adj",-43.720054626464844,-51.218177795410156,7,6,1,-2.160692200064659,4.027616612613201,1
google/gemma-2-2b-it,adjective_agreement_0056,adjective_agreement,"masc noun, femn adj",-46.99951171875,-51.747650146484375,8,7,1,2.2998334169387817,4.040005624294281,1
google/gemma-2-2b-it,adjective_agreement_0057,adjective_agreement,"masc noun, femn adj",-59.06623077392578,-58.739830017089844,10,9,0,9.396814838051796,-7.576960377395153,1
google/gemma-2-2b-it,adjective_agreement_0058,adjective_agreement,"masc noun, neut adj",-45.436832427978516,-46.364830017089844,6,5,1,-3.242780663073063,5.3320409171283245,1
google/gemma-2-2b-it,adjective_agreement_0059,adjective_agreement,"femn noun, neut adj",-52.089561462402344,-61.73426818847656,6,6,1,-5.816825799643993,7.216173408553004,1
google/gemma-2-2b-it,adjective_agreement_0060,adjective_agreement,"femn noun, neut adj",-49.279197692871094,-59.34225082397461,9,9,1,1.9800910651683807,7.082802718505263,1
google/gemma-2-2b-it,adjective_agreement_0061,adjective_agreement,"masc noun, neut adj",-53.095802307128906,-54.25774383544922,7,6,1,6.15914511680603,-0.9787444472312927,1
google/gemma-2-2b-it,adjective_agreement_0062,adjective_agreement,"femn noun, neut adj",-52.93444061279297,-56.64153289794922,6,6,1,-5.002909559756517,6.011486912146211,1
google/gemma-2-2b-it,adjective_agreement_0063,adjective_agreement,"femn noun, neut adj",-48.880165100097656,-56.685462951660156,6,6,1,-3.9451159238815308,5.760553527623415,1
google/gemma-2-2b-it,adjective_agreement_0064,adjective_agreement,"femn noun, masc adj",-44.62785720825195,-47.83378601074219,8,8,1,-0.2456817626953125,3.396049492061138,1
google/gemma-2-2b-it,adjective_agreement_0065,adjective_agreement,"femn noun, masc adj",-47.01270294189453,-49.01792907714844,8,8,1,0.0078067779541015625,4.612543195486069,1
google/gemma-2-2b-it,adjective_agreement_0066,adjective_agreement,"masc noun, neut adj",-47.209999084472656,-52.18836212158203,8,8,1,6.2454672902822495,5.322614587843418,1
google/gemma-2-2b-it,adjective_agreement_0067,adjective_agreement,"neut noun, masc adj",-47.045204162597656,-46.944847106933594,5,5,0,-6.457380322739482,-1.7437133193016052,0
google/gemma-2-2b-it,adjective_agreement_0068,adjective_agreement,"femn noun, neut adj",-38.72404098510742,-45.48009490966797,4,5,1,-5.268173199146986,5.854550171643496,1
google/gemma-2-2b-it,adjective_agreement_0069,adjective_agreement,"femn noun, masc adj",-50.54990005493164,-54.450416564941406,10,9,1,-2.785264953970909,4.711692709475756,1
google/gemma-2-2b-it,adjective_agreement_0070,adjective_agreement,"femn noun, neut adj",-49.04177474975586,-51.91590881347656,6,7,1,2.6911869645118713,5.838716447353363,1
google/gemma-2-2b-it,adjective_agreement_0071,adjective_agreement,"masc noun, neut adj",-47.67561340332031,-58.40970230102539,7,7,1,0.2875175476074219,5.616169802844524,1
